episode_id,show_id,creator_id,publish_ts,duration_s
1797,96,69,2025-11-28 00:00:00+00:00,3530
1798,96,69,2025-11-19 00:00:00+00:00,3174
1799,96,69,2025-11-14 00:00:00+00:00,1497
1800,96,69,2025-11-13 00:00:00+00:00,3264
1801,96,69,2025-11-04 00:00:00+00:00,3228
1802,96,69,2025-11-02 00:00:00+00:00,1334
1803,96,69,2025-10-31 00:00:00+00:00,2253
1804,96,69,2025-10-31 00:00:00+00:00,2768
1805,97,69,2026-02-22 00:00:00+00:00,2388
1806,97,69,2026-02-19 00:00:00+00:00,2633
1807,97,69,2026-02-08 00:00:00+00:00,1928
1808,97,69,2026-01-31 00:00:00+00:00,2188
1809,97,69,2026-01-22 00:00:00+00:00,1022
1810,97,69,2026-01-14 00:00:00+00:00,888
1811,97,69,2026-01-10 00:00:00+00:00,2009
1812,97,69,2025-12-20 00:00:00+00:00,3568
1813,97,69,2025-11-24 00:00:00+00:00,3351
1814,97,69,2025-11-20 00:00:00+00:00,2206
1815,97,69,2025-11-11 00:00:00+00:00,2353
1816,97,69,2025-11-02 00:00:00+00:00,3076
1817,98,70,2026-02-24 00:00:00+00:00,1600
1818,98,70,2026-02-23 00:00:00+00:00,3304
1819,98,70,2026-02-20 00:00:00+00:00,2223
1820,98,70,2026-02-07 00:00:00+00:00,1239
1821,98,70,2026-02-03 00:00:00+00:00,3033
1822,98,70,2026-02-01 00:00:00+00:00,941
1823,98,70,2026-01-28 00:00:00+00:00,3205
1824,98,70,2026-01-25 00:00:00+00:00,1081
1825,98,70,2026-01-09 00:00:00+00:00,2302
1826,98,70,2026-01-08 00:00:00+00:00,2093
1827,98,70,2026-01-01 00:00:00+00:00,3487
1828,98,70,2025-12-31 00:00:00+00:00,1473
1829,98,70,2025-12-27 00:00:00+00:00,916
1830,98,70,2025-12-16 00:00:00+00:00,1966
1831,98,70,2025-12-12 00:00:00+00:00,1541
1832,98,70,2025-12-01 00:00:00+00:00,2663
1833,98,70,2025-11-29 00:00:00+00:00,787
1834,98,70,2025-11-22 00:00:00+00:00,1564
1835,98,70,2025-11-17 00:00:00+00:00,3278
1836,99,71,2026-02-19 00:00:00+00:00,1268
1837,99,71,2026-02-12 00:00:00+00:00,1048
1838,99,71,2026-01-18 00:00:00+00:00,3246
1839,99,71,2026-01-14 00:00:00+00:00,2139
1840,99,71,2026-01-04 00:00:00+00:00,1235
1841,99,71,2026-01-02 00:00:00+00:00,3108
1842,99,71,2026-01-02 00:00:00+00:00,1487
1843,99,71,2025-12-25 00:00:00+00:00,1419
1844,99,71,2025-12-13 00:00:00+00:00,1011
1845,99,71,2025-12-07 00:00:00+00:00,2627
1846,99,71,2025-12-03 00:00:00+00:00,1507
1847,99,71,2025-11-24 00:00:00+00:00,2720
1848,99,71,2025-11-18 00:00:00+00:00,2402
1849,99,71,2025-11-15 00:00:00+00:00,2486
1850,100,71,2026-02-23 00:00:00+00:00,3215
1851,100,71,2026-02-22 00:00:00+00:00,2102
1852,100,71,2026-02-19 00:00:00+00:00,2960
1853,100,71,2026-02-18 00:00:00+00:00,1341
1854,100,71,2026-02-17 00:00:00+00:00,851
1855,100,71,2026-02-16 00:00:00+00:00,1357
1856,100,71,2026-01-23 00:00:00+00:00,2702
1857,100,71,2026-01-21 00:00:00+00:00,758
1858,100,71,2026-01-11 00:00:00+00:00,1241
1859,100,71,2026-01-11 00:00:00+00:00,3317
1860,100,71,2026-01-07 00:00:00+00:00,2139
1861,100,71,2026-01-06 00:00:00+00:00,686
1862,100,71,2026-01-05 00:00:00+00:00,2351
1863,100,71,2026-01-05 00:00:00+00:00,1011
1864,100,71,2025-12-30 00:00:00+00:00,3239
1865,100,71,2025-12-27 00:00:00+00:00,2772
1866,100,71,2025-12-09 00:00:00+00:00,3204
1867,100,71,2025-11-28 00:00:00+00:00,1972
1868,100,71,2025-11-19 00:00:00+00:00,800
1869,100,71,2025-11-11 00:00:00+00:00,2135
1870,100,71,2025-11-01 00:00:00+00:00,2195
1871,101,72,2026-02-10 00:00:00+00:00,1984
1872,101,72,2026-02-08 00:00:00+00:00,2182
1873,101,72,2026-02-04 00:00:00+00:00,1151
1874,101,72,2026-02-03 00:00:00+00:00,2214
1875,101,72,2026-01-26 00:00:00+00:00,3502
1876,101,72,2026-01-20 00:00:00+00:00,2101
1877,101,72,2026-01-20 00:00:00+00:00,893
1878,101,72,2026-01-20 00:00:00+00:00,2923
1879,101,72,2026-01-19 00:00:00+00:00,2094
1880,101,72,2025-11-26 00:00:00+00:00,738
1881,101,72,2025-11-22 00:00:00+00:00,1466
1882,101,72,2025-11-12 00:00:00+00:00,2237
1883,101,72,2025-11-02 00:00:00+00:00,1839
1884,102,72,2026-01-31 00:00:00+00:00,2779
1885,102,72,2026-01-10 00:00:00+00:00,2710
1886,102,72,2026-01-07 00:00:00+00:00,2678
1887,102,72,2026-01-05 00:00:00+00:00,3294
1888,102,72,2026-01-03 00:00:00+00:00,1787
1889,102,72,2025-12-22 00:00:00+00:00,2569
1890,102,72,2025-12-18 00:00:00+00:00,3384
1891,102,72,2025-12-12 00:00:00+00:00,3596
1892,102,72,2025-11-22 00:00:00+00:00,2064
1893,103,73,2026-02-16 00:00:00+00:00,1583
1894,103,73,2026-02-13 00:00:00+00:00,1991
1895,103,73,2026-02-10 00:00:00+00:00,3217
1896,103,73,2026-01-23 00:00:00+00:00,1378
1897,103,73,2026-01-22 00:00:00+00:00,1610
1898,103,73,2026-01-20 00:00:00+00:00,3355
1899,103,73,2026-01-10 00:00:00+00:00,1867
1900,103,73,2025-12-18 00:00:00+00:00,647
1901,103,73,2025-12-13 00:00:00+00:00,2777
1902,103,73,2025-12-12 00:00:00+00:00,1561
1903,103,73,2025-12-11 00:00:00+00:00,2580
1904,103,73,2025-12-07 00:00:00+00:00,2318
1905,103,73,2025-12-04 00:00:00+00:00,1972
1906,103,73,2025-12-04 00:00:00+00:00,1141
1907,103,73,2025-11-30 00:00:00+00:00,3299
1908,104,73,2026-02-19 00:00:00+00:00,2675
1909,104,73,2026-02-17 00:00:00+00:00,2375
1910,104,73,2026-02-07 00:00:00+00:00,2764
1911,104,73,2026-02-02 00:00:00+00:00,1265
1912,104,73,2026-01-27 00:00:00+00:00,3270
1913,104,73,2026-01-22 00:00:00+00:00,2134
1914,104,73,2026-01-22 00:00:00+00:00,3030
1915,104,73,2026-01-19 00:00:00+00:00,2883
1916,104,73,2026-01-16 00:00:00+00:00,1587
1917,104,73,2026-01-01 00:00:00+00:00,618
1918,104,73,2025-12-27 00:00:00+00:00,2307
1919,104,73,2025-12-17 00:00:00+00:00,1711
1920,104,73,2025-12-16 00:00:00+00:00,1376
1921,104,73,2025-12-14 00:00:00+00:00,1004
1922,104,73,2025-11-15 00:00:00+00:00,1204
1923,104,73,2025-11-14 00:00:00+00:00,2922
1924,104,73,2025-11-09 00:00:00+00:00,1217
1925,104,73,2025-11-01 00:00:00+00:00,2854
1926,105,74,2026-02-19 00:00:00+00:00,1265
1927,105,74,2026-02-13 00:00:00+00:00,1363
1928,105,74,2026-02-11 00:00:00+00:00,2270
1929,105,74,2026-01-31 00:00:00+00:00,608
1930,105,74,2026-01-30 00:00:00+00:00,1128
1931,105,74,2026-01-25 00:00:00+00:00,935
1932,105,74,2026-01-23 00:00:00+00:00,2046
1933,105,74,2026-01-12 00:00:00+00:00,3049
1934,105,74,2026-01-05 00:00:00+00:00,3201
1935,105,74,2025-12-19 00:00:00+00:00,2582
1936,105,74,2025-12-14 00:00:00+00:00,1509
1937,105,74,2025-12-13 00:00:00+00:00,740
1938,105,74,2025-12-06 00:00:00+00:00,2181
1939,105,74,2025-12-04 00:00:00+00:00,1191
1940,106,75,2026-02-02 00:00:00+00:00,3114
1941,106,75,2026-01-15 00:00:00+00:00,995
1942,106,75,2026-01-09 00:00:00+00:00,1185
1943,106,75,2026-01-06 00:00:00+00:00,2843
1944,106,75,2026-01-03 00:00:00+00:00,2051
1945,106,75,2025-12-14 00:00:00+00:00,1149
1946,106,75,2025-12-04 00:00:00+00:00,2245
1947,106,75,2025-12-01 00:00:00+00:00,758
1948,106,75,2025-11-15 00:00:00+00:00,2980
1949,106,75,2025-11-07 00:00:00+00:00,1641
1950,107,75,2026-02-21 00:00:00+00:00,1493
1951,107,75,2026-02-19 00:00:00+00:00,2485
1952,107,75,2026-02-14 00:00:00+00:00,1762
1953,107,75,2026-02-08 00:00:00+00:00,1608
1954,107,75,2026-02-04 00:00:00+00:00,1689
1955,107,75,2026-01-29 00:00:00+00:00,1113
1956,107,75,2026-01-25 00:00:00+00:00,3435
1957,107,75,2026-01-08 00:00:00+00:00,2636
1958,107,75,2026-01-03 00:00:00+00:00,640
1959,107,75,2025-12-21 00:00:00+00:00,2974
1960,107,75,2025-12-17 00:00:00+00:00,3443
1961,107,75,2025-12-16 00:00:00+00:00,3062
1962,107,75,2025-12-07 00:00:00+00:00,699
1963,107,75,2025-12-03 00:00:00+00:00,1285
1964,107,75,2025-11-29 00:00:00+00:00,833
1965,107,75,2025-11-03 00:00:00+00:00,627
1966,108,76,2026-02-23 00:00:00+00:00,1879
1967,108,76,2026-02-18 00:00:00+00:00,3083
1968,108,76,2026-02-12 00:00:00+00:00,1823
1969,108,76,2026-02-12 00:00:00+00:00,605
1970,108,76,2026-02-09 00:00:00+00:00,2308
1971,108,76,2026-01-31 00:00:00+00:00,2796
1972,108,76,2026-01-09 00:00:00+00:00,1817
1973,108,76,2025-12-21 00:00:00+00:00,2079
1974,108,76,2025-12-15 00:00:00+00:00,3376
1975,108,76,2025-12-11 00:00:00+00:00,3324
1976,108,76,2025-12-05 00:00:00+00:00,2149
1977,108,76,2025-11-16 00:00:00+00:00,3224
1978,108,76,2025-11-09 00:00:00+00:00,1153
1979,108,76,2025-11-04 00:00:00+00:00,739
1980,108,76,2025-11-02 00:00:00+00:00,2565
1981,109,77,2026-02-24 00:00:00+00:00,782
1982,109,77,2026-02-17 00:00:00+00:00,696
1983,109,77,2026-02-10 00:00:00+00:00,3434
1984,109,77,2026-01-26 00:00:00+00:00,1723
1985,109,77,2026-01-13 00:00:00+00:00,2067
1986,109,77,2026-01-12 00:00:00+00:00,804
1987,109,77,2026-01-06 00:00:00+00:00,1231
1988,109,77,2025-12-30 00:00:00+00:00,1277
1989,109,77,2025-12-27 00:00:00+00:00,3507
1990,109,77,2025-12-01 00:00:00+00:00,2824
1991,109,77,2025-11-25 00:00:00+00:00,2020
1992,109,77,2025-11-18 00:00:00+00:00,2339
1993,109,77,2025-11-09 00:00:00+00:00,1910
1994,109,77,2025-11-04 00:00:00+00:00,743
1995,110,78,2026-02-24 00:00:00+00:00,1496
1996,110,78,2026-02-23 00:00:00+00:00,1015
1997,110,78,2026-02-17 00:00:00+00:00,1295
1998,110,78,2026-01-30 00:00:00+00:00,2392
1999,110,78,2026-01-25 00:00:00+00:00,1673
2000,110,78,2026-01-24 00:00:00+00:00,2304
2001,110,78,2026-01-22 00:00:00+00:00,2805
2002,110,78,2026-01-22 00:00:00+00:00,1907
2003,110,78,2026-01-11 00:00:00+00:00,1095
2004,110,78,2026-01-10 00:00:00+00:00,2569
2005,110,78,2026-01-09 00:00:00+00:00,3588
2006,110,78,2026-01-04 00:00:00+00:00,3064
2007,110,78,2025-12-28 00:00:00+00:00,1305
2008,110,78,2025-12-27 00:00:00+00:00,3095
2009,110,78,2025-12-26 00:00:00+00:00,1417
2010,110,78,2025-12-23 00:00:00+00:00,934
2011,110,78,2025-12-17 00:00:00+00:00,968
2012,110,78,2025-12-14 00:00:00+00:00,2941
2013,110,78,2025-12-12 00:00:00+00:00,1775
2014,110,78,2025-11-17 00:00:00+00:00,3349
2015,110,78,2025-11-15 00:00:00+00:00,1715
2016,110,78,2025-11-13 00:00:00+00:00,781
2017,110,78,2025-11-10 00:00:00+00:00,2645
2018,110,78,2025-10-28 00:00:00+00:00,2361
2019,111,79,2026-02-21 00:00:00+00:00,2401
2020,111,79,2026-02-10 00:00:00+00:00,2691
2021,111,79,2026-02-09 00:00:00+00:00,2236
2022,111,79,2026-02-06 00:00:00+00:00,1278
2023,111,79,2026-02-04 00:00:00+00:00,3457
2024,111,79,2026-01-19 00:00:00+00:00,1954
2025,111,79,2026-01-16 00:00:00+00:00,2555
2026,111,79,2026-01-11 00:00:00+00:00,2621
2027,111,79,2026-01-10 00:00:00+00:00,1138
2028,111,79,2026-01-09 00:00:00+00:00,1112
2029,111,79,2026-01-07 00:00:00+00:00,893
2030,111,79,2026-01-05 00:00:00+00:00,2181
2031,111,79,2025-12-02 00:00:00+00:00,1751
2032,111,79,2025-11-09 00:00:00+00:00,3107
2033,111,79,2025-11-09 00:00:00+00:00,3030
2034,112,79,2026-02-07 00:00:00+00:00,2621
2035,112,79,2026-02-05 00:00:00+00:00,1048
2036,112,79,2026-01-15 00:00:00+00:00,3116
2037,112,79,2026-01-12 00:00:00+00:00,3384
2038,112,79,2026-01-11 00:00:00+00:00,2648
2039,112,79,2026-01-03 00:00:00+00:00,1754
2040,112,79,2026-01-01 00:00:00+00:00,2107
2041,112,79,2025-12-28 00:00:00+00:00,1479
2042,112,79,2025-12-28 00:00:00+00:00,1000
2043,112,79,2025-12-22 00:00:00+00:00,3219
2044,112,79,2025-12-09 00:00:00+00:00,3204
2045,112,79,2025-12-07 00:00:00+00:00,2453
2046,112,79,2025-12-02 00:00:00+00:00,1444
2047,112,79,2025-11-29 00:00:00+00:00,3556
2048,112,79,2025-11-21 00:00:00+00:00,1815
2049,112,79,2025-11-19 00:00:00+00:00,2298
2050,112,79,2025-11-14 00:00:00+00:00,3253
2051,112,79,2025-11-04 00:00:00+00:00,723
2052,113,79,2026-02-22 00:00:00+00:00,2941
2053,113,79,2026-02-20 00:00:00+00:00,2566
2054,113,79,2026-02-15 00:00:00+00:00,1077
2055,113,79,2026-02-14 00:00:00+00:00,1315
2056,113,79,2026-02-11 00:00:00+00:00,2126
2057,113,79,2026-02-10 00:00:00+00:00,2804
2058,113,79,2026-01-31 00:00:00+00:00,3546
2059,113,79,2026-01-25 00:00:00+00:00,3578
2060,113,79,2026-01-23 00:00:00+00:00,2132
2061,113,79,2026-01-21 00:00:00+00:00,837
2062,113,79,2026-01-08 00:00:00+00:00,2342
2063,113,79,2026-01-07 00:00:00+00:00,1556
2064,113,79,2025-12-31 00:00:00+00:00,1209
2065,113,79,2025-12-30 00:00:00+00:00,3208
2066,113,79,2025-12-25 00:00:00+00:00,3133
2067,113,79,2025-12-16 00:00:00+00:00,3154
2068,113,79,2025-12-07 00:00:00+00:00,704
2069,113,79,2025-11-28 00:00:00+00:00,3216
2070,113,79,2025-11-28 00:00:00+00:00,3258
2071,113,79,2025-11-22 00:00:00+00:00,1279
2072,113,79,2025-11-21 00:00:00+00:00,2255
2073,113,79,2025-11-19 00:00:00+00:00,2289
2074,113,79,2025-11-15 00:00:00+00:00,2012
2075,113,79,2025-11-13 00:00:00+00:00,858
2076,113,79,2025-11-08 00:00:00+00:00,938
2077,114,80,2026-02-24 00:00:00+00:00,1827
2078,114,80,2026-02-22 00:00:00+00:00,2956
2079,114,80,2026-02-16 00:00:00+00:00,836
2080,114,80,2026-02-15 00:00:00+00:00,607
2081,114,80,2026-02-14 00:00:00+00:00,706
2082,114,80,2026-02-04 00:00:00+00:00,947
2083,114,80,2026-01-12 00:00:00+00:00,3295
2084,114,80,2026-01-10 00:00:00+00:00,1556
2085,114,80,2026-01-05 00:00:00+00:00,1668
2086,114,80,2026-01-05 00:00:00+00:00,1144
2087,114,80,2026-01-04 00:00:00+00:00,2118
2088,114,80,2025-12-23 00:00:00+00:00,781
2089,114,80,2025-11-23 00:00:00+00:00,1281
2090,114,80,2025-11-18 00:00:00+00:00,3350
2091,114,80,2025-11-11 00:00:00+00:00,3290
2092,114,80,2025-11-09 00:00:00+00:00,3330
2093,114,80,2025-10-31 00:00:00+00:00,1624
2094,114,80,2025-10-29 00:00:00+00:00,2901
2095,114,80,2025-10-29 00:00:00+00:00,863
2096,115,80,2026-02-15 00:00:00+00:00,1058
2097,115,80,2026-02-14 00:00:00+00:00,2442
2098,115,80,2026-02-08 00:00:00+00:00,2566
2099,115,80,2026-01-30 00:00:00+00:00,2224
2100,115,80,2026-01-25 00:00:00+00:00,1568
2101,115,80,2026-01-13 00:00:00+00:00,1797
2102,115,80,2026-01-06 00:00:00+00:00,2539
2103,115,80,2026-01-04 00:00:00+00:00,2077
2104,115,80,2025-12-30 00:00:00+00:00,3066
2105,115,80,2025-12-16 00:00:00+00:00,1168
2106,115,80,2025-12-06 00:00:00+00:00,3073
2107,115,80,2025-11-23 00:00:00+00:00,2449
2108,115,80,2025-11-23 00:00:00+00:00,3136
2109,115,80,2025-11-17 00:00:00+00:00,650
2110,115,80,2025-11-09 00:00:00+00:00,1477
2111,115,80,2025-10-31 00:00:00+00:00,3422
2112,116,81,2026-02-22 00:00:00+00:00,2905
2113,116,81,2026-02-19 00:00:00+00:00,625
2114,116,81,2026-02-10 00:00:00+00:00,3520
2115,116,81,2026-02-01 00:00:00+00:00,3285
2116,116,81,2026-01-22 00:00:00+00:00,1750
2117,116,81,2025-12-15 00:00:00+00:00,2911
2118,116,81,2025-12-13 00:00:00+00:00,735
2119,116,81,2025-11-22 00:00:00+00:00,1503
2120,116,81,2025-11-22 00:00:00+00:00,3024
2121,116,81,2025-11-16 00:00:00+00:00,1020
2122,116,81,2025-11-04 00:00:00+00:00,1458
2123,116,81,2025-11-01 00:00:00+00:00,2581
2124,117,81,2026-02-23 00:00:00+00:00,3220
2125,117,81,2026-02-17 00:00:00+00:00,1939
2126,117,81,2026-02-09 00:00:00+00:00,2892
2127,117,81,2026-02-04 00:00:00+00:00,1829
2128,117,81,2026-02-03 00:00:00+00:00,3230
2129,117,81,2026-02-02 00:00:00+00:00,1406
2130,117,81,2026-01-26 00:00:00+00:00,701
2131,117,81,2026-01-23 00:00:00+00:00,3381
2132,117,81,2026-01-14 00:00:00+00:00,2479
2133,117,81,2026-01-14 00:00:00+00:00,3428
2134,117,81,2025-12-23 00:00:00+00:00,1400
2135,117,81,2025-12-21 00:00:00+00:00,740
2136,117,81,2025-12-19 00:00:00+00:00,1920
2137,117,81,2025-12-15 00:00:00+00:00,2040
2138,117,81,2025-12-13 00:00:00+00:00,2160
2139,117,81,2025-12-09 00:00:00+00:00,1313
2140,117,81,2025-11-29 00:00:00+00:00,3206
2141,117,81,2025-11-24 00:00:00+00:00,1608
2142,117,81,2025-11-02 00:00:00+00:00,1973
2143,118,82,2026-02-21 00:00:00+00:00,630
2144,118,82,2026-02-15 00:00:00+00:00,1407
2145,118,82,2026-02-14 00:00:00+00:00,653
2146,118,82,2026-02-09 00:00:00+00:00,2674
2147,118,82,2026-01-20 00:00:00+00:00,1781
2148,118,82,2025-12-29 00:00:00+00:00,3455
2149,118,82,2025-12-09 00:00:00+00:00,1282
2150,118,82,2025-11-20 00:00:00+00:00,948
2151,118,82,2025-11-10 00:00:00+00:00,1789
2152,118,82,2025-11-07 00:00:00+00:00,2280
2153,118,82,2025-10-29 00:00:00+00:00,1908
2154,119,82,2026-02-14 00:00:00+00:00,1011
2155,119,82,2026-02-14 00:00:00+00:00,3397
2156,119,82,2026-02-03 00:00:00+00:00,3560
2157,119,82,2026-02-01 00:00:00+00:00,2350
2158,119,82,2026-01-30 00:00:00+00:00,1256
2159,119,82,2026-01-18 00:00:00+00:00,2311
2160,119,82,2026-01-14 00:00:00+00:00,1293
2161,119,82,2026-01-08 00:00:00+00:00,1267
2162,119,82,2026-01-05 00:00:00+00:00,2843
2163,119,82,2025-12-31 00:00:00+00:00,2523
2164,119,82,2025-12-28 00:00:00+00:00,1707
2165,119,82,2025-12-09 00:00:00+00:00,1737
2166,119,82,2025-11-11 00:00:00+00:00,2245
2167,119,82,2025-11-05 00:00:00+00:00,2231
2168,119,82,2025-11-02 00:00:00+00:00,698
2169,120,82,2026-02-08 00:00:00+00:00,1029
2170,120,82,2026-01-28 00:00:00+00:00,1517
2171,120,82,2026-01-22 00:00:00+00:00,2930
2172,120,82,2026-01-19 00:00:00+00:00,1575
2173,120,82,2026-01-08 00:00:00+00:00,2545
2174,120,82,2026-01-08 00:00:00+00:00,1151
2175,120,82,2025-12-03 00:00:00+00:00,1865
2176,120,82,2025-11-28 00:00:00+00:00,1393
2177,120,82,2025-11-22 00:00:00+00:00,1596
2178,120,82,2025-11-14 00:00:00+00:00,1482
2179,120,82,2025-11-02 00:00:00+00:00,1317
2180,121,83,2026-02-19 00:00:00+00:00,3011
2181,121,83,2026-02-19 00:00:00+00:00,2426
2182,121,83,2026-02-19 00:00:00+00:00,3255
2183,121,83,2026-02-18 00:00:00+00:00,2427
2184,121,83,2026-02-16 00:00:00+00:00,2366
2185,121,83,2026-02-07 00:00:00+00:00,1164
2186,121,83,2026-02-02 00:00:00+00:00,1231
2187,121,83,2026-02-01 00:00:00+00:00,2217
2188,121,83,2026-01-21 00:00:00+00:00,1565
2189,121,83,2026-01-21 00:00:00+00:00,1964
2190,121,83,2026-01-16 00:00:00+00:00,1751
2191,121,83,2025-12-24 00:00:00+00:00,3139
2192,121,83,2025-12-07 00:00:00+00:00,3481
2193,121,83,2025-12-02 00:00:00+00:00,805
2194,121,83,2025-11-14 00:00:00+00:00,2686
2195,121,83,2025-11-02 00:00:00+00:00,1299
2196,121,83,2025-10-29 00:00:00+00:00,1353
2197,122,83,2026-02-24 00:00:00+00:00,2738
2198,122,83,2026-02-24 00:00:00+00:00,1626
2199,122,83,2026-02-21 00:00:00+00:00,1891
2200,122,83,2026-02-20 00:00:00+00:00,2757
2201,122,83,2026-02-18 00:00:00+00:00,1452
2202,122,83,2026-02-16 00:00:00+00:00,3159
2203,122,83,2026-02-10 00:00:00+00:00,1033
2204,122,83,2026-01-30 00:00:00+00:00,1307
2205,122,83,2026-01-27 00:00:00+00:00,1545
2206,122,83,2026-01-26 00:00:00+00:00,2186
2207,122,83,2026-01-25 00:00:00+00:00,1659
2208,122,83,2026-01-25 00:00:00+00:00,1825
2209,122,83,2026-01-14 00:00:00+00:00,841
2210,122,83,2026-01-05 00:00:00+00:00,765
2211,122,83,2026-01-03 00:00:00+00:00,3374
2212,122,83,2026-01-02 00:00:00+00:00,2068
2213,122,83,2025-12-31 00:00:00+00:00,1373
2214,122,83,2025-12-19 00:00:00+00:00,1130
2215,122,83,2025-12-18 00:00:00+00:00,2220
2216,122,83,2025-12-11 00:00:00+00:00,2153
2217,122,83,2025-12-11 00:00:00+00:00,798
2218,122,83,2025-12-03 00:00:00+00:00,2118
2219,122,83,2025-11-29 00:00:00+00:00,2256
2220,122,83,2025-11-26 00:00:00+00:00,2591
2221,122,83,2025-11-24 00:00:00+00:00,2538
2222,122,83,2025-11-10 00:00:00+00:00,1387
2223,122,83,2025-11-03 00:00:00+00:00,839
2224,122,83,2025-11-03 00:00:00+00:00,646
2225,122,83,2025-10-30 00:00:00+00:00,3526
2226,122,83,2025-10-28 00:00:00+00:00,878
2227,123,83,2026-02-18 00:00:00+00:00,2909
2228,123,83,2026-02-08 00:00:00+00:00,1464
2229,123,83,2026-02-05 00:00:00+00:00,1684
2230,123,83,2026-01-27 00:00:00+00:00,2192
2231,123,83,2026-01-18 00:00:00+00:00,1669
2232,123,83,2026-01-15 00:00:00+00:00,1832
2233,123,83,2026-01-03 00:00:00+00:00,2955
2234,123,83,2025-12-17 00:00:00+00:00,2628
2235,123,83,2025-12-12 00:00:00+00:00,2815
2236,123,83,2025-12-03 00:00:00+00:00,1282
2237,123,83,2025-11-23 00:00:00+00:00,657
2238,123,83,2025-11-13 00:00:00+00:00,3117
2239,123,83,2025-11-11 00:00:00+00:00,2425
2240,123,83,2025-11-10 00:00:00+00:00,2739
2241,123,83,2025-11-09 00:00:00+00:00,1369
2242,124,84,2026-02-04 00:00:00+00:00,1852
2243,124,84,2026-01-20 00:00:00+00:00,638
2244,124,84,2026-01-17 00:00:00+00:00,2844
2245,124,84,2026-01-08 00:00:00+00:00,907
2246,124,84,2026-01-01 00:00:00+00:00,2951
2247,124,84,2025-12-13 00:00:00+00:00,2676
2248,124,84,2025-12-12 00:00:00+00:00,1913
2249,124,84,2025-11-25 00:00:00+00:00,1743
2250,124,84,2025-11-12 00:00:00+00:00,3432
2251,124,84,2025-11-06 00:00:00+00:00,3100
2252,124,84,2025-11-06 00:00:00+00:00,3108
2253,124,84,2025-11-05 00:00:00+00:00,2198
2254,124,84,2025-11-05 00:00:00+00:00,2931
2255,124,84,2025-11-03 00:00:00+00:00,2656
2256,124,84,2025-11-01 00:00:00+00:00,3324
2257,125,85,2026-02-19 00:00:00+00:00,3502
2258,125,85,2026-02-18 00:00:00+00:00,2888
2259,125,85,2026-02-16 00:00:00+00:00,2225
2260,125,85,2026-02-13 00:00:00+00:00,1704
2261,125,85,2026-02-10 00:00:00+00:00,1224
2262,125,85,2026-01-13 00:00:00+00:00,3150
2263,125,85,2026-01-13 00:00:00+00:00,1317
2264,125,85,2026-01-10 00:00:00+00:00,2243
2265,125,85,2026-01-05 00:00:00+00:00,3129
2266,125,85,2026-01-02 00:00:00+00:00,2740
2267,125,85,2025-12-29 00:00:00+00:00,1702
2268,125,85,2025-12-28 00:00:00+00:00,3254
2269,125,85,2025-12-07 00:00:00+00:00,892
2270,125,85,2025-12-06 00:00:00+00:00,2340
2271,125,85,2025-11-15 00:00:00+00:00,2827
2272,125,85,2025-11-15 00:00:00+00:00,3442
2273,125,85,2025-11-07 00:00:00+00:00,3564
2274,125,85,2025-11-05 00:00:00+00:00,1795
2275,125,85,2025-10-31 00:00:00+00:00,1296
2276,126,86,2026-02-22 00:00:00+00:00,646
2277,126,86,2026-02-15 00:00:00+00:00,2737
2278,126,86,2026-01-20 00:00:00+00:00,2503
2279,126,86,2026-01-15 00:00:00+00:00,3126
2280,126,86,2026-01-10 00:00:00+00:00,1598
2281,126,86,2025-12-28 00:00:00+00:00,1108
2282,126,86,2025-12-23 00:00:00+00:00,3218
2283,126,86,2025-12-18 00:00:00+00:00,745
2284,126,86,2025-12-16 00:00:00+00:00,1775
2285,126,86,2025-12-02 00:00:00+00:00,2921
2286,126,86,2025-11-27 00:00:00+00:00,2831
2287,126,86,2025-11-23 00:00:00+00:00,784
2288,126,86,2025-11-22 00:00:00+00:00,1338
2289,126,86,2025-11-21 00:00:00+00:00,2592
2290,126,86,2025-11-17 00:00:00+00:00,2488
2291,126,86,2025-11-17 00:00:00+00:00,3341
2292,126,86,2025-11-14 00:00:00+00:00,3301
2293,126,86,2025-11-14 00:00:00+00:00,927
2294,126,86,2025-11-07 00:00:00+00:00,3186
2295,126,86,2025-11-05 00:00:00+00:00,2414
2296,127,86,2026-02-12 00:00:00+00:00,3145
2297,127,86,2026-02-06 00:00:00+00:00,1415
2298,127,86,2026-01-18 00:00:00+00:00,2992
2299,127,86,2026-01-16 00:00:00+00:00,2995
2300,127,86,2026-01-14 00:00:00+00:00,3260
2301,127,86,2026-01-12 00:00:00+00:00,3047
2302,127,86,2026-01-12 00:00:00+00:00,853
2303,127,86,2026-01-09 00:00:00+00:00,902
2304,127,86,2026-01-05 00:00:00+00:00,3368
2305,127,86,2026-01-02 00:00:00+00:00,1983
2306,127,86,2025-12-28 00:00:00+00:00,3543
2307,127,86,2025-12-26 00:00:00+00:00,1114
2308,127,86,2025-12-12 00:00:00+00:00,1324
2309,127,86,2025-12-04 00:00:00+00:00,1922
2310,127,86,2025-11-14 00:00:00+00:00,2499
2311,127,86,2025-11-11 00:00:00+00:00,1166
2312,127,86,2025-11-03 00:00:00+00:00,870
2313,127,86,2025-11-01 00:00:00+00:00,2305
2314,128,86,2026-02-24 00:00:00+00:00,2204
2315,128,86,2026-02-21 00:00:00+00:00,2603
2316,128,86,2026-02-19 00:00:00+00:00,903
