listener_id,region,signup_ts
7777,NA,2025-11-02 00:00:00+00:00
7778,EU,2025-12-06 00:00:00+00:00
7779,NA,2025-12-08 00:00:00+00:00
7780,NA,2025-12-12 00:00:00+00:00
7781,NA,2026-02-14 00:00:00+00:00
7782,NA,2025-11-11 00:00:00+00:00
7783,APAC,2026-01-30 00:00:00+00:00
7784,LATAM,2026-01-29 00:00:00+00:00
7785,NA,2026-02-10 00:00:00+00:00
7786,EU,2026-01-12 00:00:00+00:00
7787,NA,2025-10-30 00:00:00+00:00
7788,APAC,2025-12-20 00:00:00+00:00
7789,EU,2026-01-17 00:00:00+00:00
7790,NA,2026-02-16 00:00:00+00:00
7791,NA,2026-02-19 00:00:00+00:00
7792,NA,2026-02-03 00:00:00+00:00
7793,LATAM,2025-12-15 00:00:00+00:00
7794,LATAM,2026-01-29 00:00:00+00:00
7795,NA,2025-10-29 00:00:00+00:00
7796,APAC,2025-12-23 00:00:00+00:00
7797,EU,2026-02-12 00:00:00+00:00
7798,APAC,2026-01-29 00:00:00+00:00
7799,NA,2025-12-12 00:00:00+00:00
7800,APAC,2026-02-20 00:00:00+00:00
7801,EU,2026-01-07 00:00:00+00:00
7802,NA,2026-02-24 00:00:00+00:00
7803,NA,2026-01-16 00:00:00+00:00
7804,NA,2025-12-15 00:00:00+00:00
7805,APAC,2025-10-30 00:00:00+00:00
7806,EU,2025-12-17 00:00:00+00:00
7807,NA,2025-11-18 00:00:00+00:00
7808,NA,2025-12-03 00:00:00+00:00
7809,LATAM,2026-01-06 00:00:00+00:00
7810,NA,2025-10-30 00:00:00+00:00
7811,NA,2026-01-18 00:00:00+00:00
7812,EU,2025-11-13 00:00:00+00:00
7813,EU,2025-11-23 00:00:00+00:00
7814,APAC,2026-01-14 00:00:00+00:00
7815,NA,2025-11-23 00:00:00+00:00
7816,EU,2025-11-23 00:00:00+00:00
7817,LATAM,2026-02-09 00:00:00+00:00
7818,EU,2026-01-22 00:00:00+00:00
7819,LATAM,2025-11-15 00:00:00+00:00
7820,APAC,2026-01-29 00:00:00+00:00
7821,LATAM,2026-01-01 00:00:00+00:00
7822,NA,2026-02-07 00:00:00+00:00
7823,NA,2026-01-03 00:00:00+00:00
7824,EU,2025-12-25 00:00:00+00:00
7825,APAC,2025-11-16 00:00:00+00:00
7826,APAC,2025-11-26 00:00:00+00:00
7827,EU,2026-01-24 00:00:00+00:00
7828,EU,2026-02-01 00:00:00+00:00
7829,NA,2026-02-17 00:00:00+00:00
7830,EU,2026-01-30 00:00:00+00:00
7831,NA,2026-02-15 00:00:00+00:00
7832,APAC,2026-01-06 00:00:00+00:00
7833,APAC,2025-12-11 00:00:00+00:00
7834,EU,2025-12-14 00:00:00+00:00
7835,NA,2026-01-04 00:00:00+00:00
7836,NA,2026-01-21 00:00:00+00:00
7837,APAC,2025-11-06 00:00:00+00:00
7838,NA,2026-02-05 00:00:00+00:00
7839,LATAM,2026-01-25 00:00:00+00:00
7840,APAC,2026-01-28 00:00:00+00:00
7841,LATAM,2025-12-08 00:00:00+00:00
7842,NA,2025-11-11 00:00:00+00:00
7843,EU,2025-10-31 00:00:00+00:00
7844,APAC,2026-02-10 00:00:00+00:00
7845,LATAM,2025-12-05 00:00:00+00:00
7846,LATAM,2026-01-10 00:00:00+00:00
7847,APAC,2025-12-19 00:00:00+00:00
7848,EU,2026-02-14 00:00:00+00:00
7849,EU,2026-01-17 00:00:00+00:00
7850,EU,2026-01-02 00:00:00+00:00
7851,APAC,2025-12-31 00:00:00+00:00
7852,NA,2025-12-30 00:00:00+00:00
7853,NA,2026-01-25 00:00:00+00:00
7854,LATAM,2025-10-30 00:00:00+00:00
7855,LATAM,2026-01-11 00:00:00+00:00
7856,EU,2025-12-07 00:00:00+00:00
7857,NA,2026-01-01 00:00:00+00:00
7858,NA,2025-12-17 00:00:00+00:00
7859,LATAM,2026-01-14 00:00:00+00:00
7860,NA,2025-11-29 00:00:00+00:00
7861,NA,2026-02-23 00:00:00+00:00
7862,APAC,2025-12-04 00:00:00+00:00
7863,EU,2025-11-10 00:00:00+00:00
7864,NA,2026-02-06 00:00:00+00:00
7865,NA,2025-12-08 00:00:00+00:00
7866,LATAM,2026-01-11 00:00:00+00:00
7867,LATAM,2025-12-07 00:00:00+00:00
7868,NA,2026-02-11 00:00:00+00:00
7869,LATAM,2026-02-14 00:00:00+00:00
7870,NA,2026-01-05 00:00:00+00:00
7871,NA,2025-12-04 00:00:00+00:00
7872,EU,2026-01-20 00:00:00+00:00
7873,NA,2026-02-21 00:00:00+00:00
7874,LATAM,2026-01-08 00:00:00+00:00
7875,APAC,2026-01-25 00:00:00+00:00
7876,APAC,2026-01-01 00:00:00+00:00
7877,LATAM,2025-11-16 00:00:00+00:00
7878,NA,2026-01-31 00:00:00+00:00
7879,NA,2026-01-30 00:00:00+00:00
7880,NA,2026-02-13 00:00:00+00:00
7881,EU,2026-02-15 00:00:00+00:00
7882,LATAM,2026-01-08 00:00:00+00:00
7883,NA,2026-02-18 00:00:00+00:00
7884,NA,2025-11-29 00:00:00+00:00
7885,EU,2026-01-02 00:00:00+00:00
7886,NA,2025-12-28 00:00:00+00:00
7887,EU,2025-12-15 00:00:00+00:00
7888,EU,2025-11-16 00:00:00+00:00
7889,NA,2026-01-03 00:00:00+00:00
7890,APAC,2025-11-04 00:00:00+00:00
7891,EU,2025-11-13 00:00:00+00:00
7892,NA,2025-12-13 00:00:00+00:00
7893,APAC,2025-12-30 00:00:00+00:00
7894,LATAM,2025-11-28 00:00:00+00:00
7895,NA,2026-02-18 00:00:00+00:00
7896,LATAM,2025-12-26 00:00:00+00:00
7897,NA,2025-10-30 00:00:00+00:00
7898,EU,2025-12-02 00:00:00+00:00
7899,EU,2026-01-15 00:00:00+00:00
7900,APAC,2026-02-23 00:00:00+00:00
7901,APAC,2026-01-04 00:00:00+00:00
7902,APAC,2025-10-28 00:00:00+00:00
7903,APAC,2025-11-22 00:00:00+00:00
7904,NA,2026-02-05 00:00:00+00:00
7905,NA,2025-12-02 00:00:00+00:00
7906,NA,2026-01-04 00:00:00+00:00
7907,EU,2025-12-31 00:00:00+00:00
7908,NA,2025-11-20 00:00:00+00:00
7909,NA,2025-12-04 00:00:00+00:00
7910,NA,2025-11-17 00:00:00+00:00
7911,EU,2025-12-01 00:00:00+00:00
7912,EU,2025-11-20 00:00:00+00:00
7913,NA,2026-02-08 00:00:00+00:00
7914,NA,2025-12-15 00:00:00+00:00
7915,APAC,2025-12-31 00:00:00+00:00
7916,NA,2026-01-23 00:00:00+00:00
7917,NA,2025-12-05 00:00:00+00:00
7918,EU,2025-12-30 00:00:00+00:00
7919,LATAM,2025-12-31 00:00:00+00:00
7920,EU,2025-11-02 00:00:00+00:00
7921,NA,2025-12-15 00:00:00+00:00
7922,NA,2026-02-23 00:00:00+00:00
7923,LATAM,2026-01-23 00:00:00+00:00
7924,NA,2025-11-27 00:00:00+00:00
7925,NA,2026-01-14 00:00:00+00:00
7926,NA,2025-11-14 00:00:00+00:00
7927,LATAM,2025-12-23 00:00:00+00:00
7928,APAC,2025-11-11 00:00:00+00:00
7929,APAC,2026-02-16 00:00:00+00:00
7930,APAC,2025-12-19 00:00:00+00:00
7931,APAC,2025-12-06 00:00:00+00:00
7932,APAC,2026-02-20 00:00:00+00:00
7933,LATAM,2025-11-03 00:00:00+00:00
7934,EU,2025-11-12 00:00:00+00:00
7935,NA,2025-10-28 00:00:00+00:00
7936,APAC,2026-01-08 00:00:00+00:00
7937,NA,2026-02-10 00:00:00+00:00
7938,NA,2026-01-13 00:00:00+00:00
7939,LATAM,2025-11-24 00:00:00+00:00
7940,NA,2025-11-20 00:00:00+00:00
7941,NA,2026-01-10 00:00:00+00:00
7942,EU,2025-11-08 00:00:00+00:00
7943,APAC,2025-12-14 00:00:00+00:00
7944,EU,2025-11-12 00:00:00+00:00
7945,LATAM,2026-01-28 00:00:00+00:00
7946,NA,2026-02-08 00:00:00+00:00
7947,LATAM,2026-02-01 00:00:00+00:00
7948,NA,2026-01-03 00:00:00+00:00
7949,NA,2026-01-22 00:00:00+00:00
7950,LATAM,2025-10-29 00:00:00+00:00
7951,EU,2025-11-24 00:00:00+00:00
7952,NA,2025-11-17 00:00:00+00:00
7953,NA,2026-01-24 00:00:00+00:00
7954,NA,2026-01-02 00:00:00+00:00
7955,APAC,2025-12-12 00:00:00+00:00
7956,EU,2025-12-25 00:00:00+00:00
7957,LATAM,2025-11-05 00:00:00+00:00
7958,APAC,2026-01-20 00:00:00+00:00
7959,EU,2025-11-27 00:00:00+00:00
7960,LATAM,2026-02-05 00:00:00+00:00
7961,NA,2026-01-18 00:00:00+00:00
7962,EU,2025-12-16 00:00:00+00:00
7963,EU,2025-11-30 00:00:00+00:00
7964,LATAM,2026-01-16 00:00:00+00:00
7965,EU,2025-12-01 00:00:00+00:00
7966,EU,2026-01-12 00:00:00+00:00
7967,APAC,2026-02-05 00:00:00+00:00
7968,NA,2026-01-25 00:00:00+00:00
7969,EU,2025-12-15 00:00:00+00:00
7970,NA,2025-12-09 00:00:00+00:00
7971,NA,2025-11-17 00:00:00+00:00
7972,APAC,2026-01-21 00:00:00+00:00
7973,LATAM,2025-11-28 00:00:00+00:00
7974,LATAM,2025-12-26 00:00:00+00:00
7975,NA,2026-01-13 00:00:00+00:00
7976,LATAM,2025-11-04 00:00:00+00:00
7977,NA,2026-01-26 00:00:00+00:00
7978,NA,2025-11-21 00:00:00+00:00
7979,EU,2025-11-24 00:00:00+00:00
7980,LATAM,2026-02-02 00:00:00+00:00
7981,APAC,2025-11-20 00:00:00+00:00
7982,EU,2025-11-27 00:00:00+00:00
7983,LATAM,2025-12-15 00:00:00+00:00
7984,LATAM,2026-01-12 00:00:00+00:00
7985,EU,2026-01-27 00:00:00+00:00
7986,APAC,2026-01-13 00:00:00+00:00
7987,EU,2026-01-14 00:00:00+00:00
7988,NA,2026-02-18 00:00:00+00:00
7989,NA,2026-01-24 00:00:00+00:00
7990,EU,2026-01-12 00:00:00+00:00
7991,LATAM,2026-02-23 00:00:00+00:00
7992,LATAM,2026-01-05 00:00:00+00:00
7993,NA,2025-12-21 00:00:00+00:00
7994,NA,2026-02-17 00:00:00+00:00
7995,NA,2025-11-05 00:00:00+00:00
7996,APAC,2026-01-02 00:00:00+00:00
7997,NA,2026-02-07 00:00:00+00:00
7998,APAC,2025-11-15 00:00:00+00:00
7999,NA,2025-10-30 00:00:00+00:00
8000,APAC,2025-12-16 00:00:00+00:00
8001,EU,2025-11-24 00:00:00+00:00
8002,LATAM,2025-12-20 00:00:00+00:00
8003,APAC,2026-01-31 00:00:00+00:00
8004,APAC,2026-01-28 00:00:00+00:00
8005,NA,2025-12-30 00:00:00+00:00
8006,APAC,2025-10-28 00:00:00+00:00
8007,LATAM,2026-02-24 00:00:00+00:00
8008,NA,2026-02-03 00:00:00+00:00
8009,NA,2025-11-27 00:00:00+00:00
8010,EU,2025-12-17 00:00:00+00:00
8011,EU,2026-01-29 00:00:00+00:00
8012,NA,2026-02-02 00:00:00+00:00
8013,LATAM,2025-12-13 00:00:00+00:00
8014,EU,2025-12-22 00:00:00+00:00
8015,EU,2026-01-31 00:00:00+00:00
8016,LATAM,2025-12-20 00:00:00+00:00
8017,EU,2026-02-16 00:00:00+00:00
8018,APAC,2026-02-07 00:00:00+00:00
8019,EU,2026-02-07 00:00:00+00:00
8020,NA,2026-01-02 00:00:00+00:00
8021,NA,2025-11-28 00:00:00+00:00
8022,NA,2026-01-05 00:00:00+00:00
8023,APAC,2026-02-10 00:00:00+00:00
8024,EU,2026-01-14 00:00:00+00:00
8025,EU,2026-01-30 00:00:00+00:00
8026,APAC,2025-11-14 00:00:00+00:00
8027,EU,2025-12-09 00:00:00+00:00
8028,EU,2026-02-21 00:00:00+00:00
8029,NA,2026-01-08 00:00:00+00:00
8030,APAC,2025-11-05 00:00:00+00:00
8031,EU,2026-01-30 00:00:00+00:00
8032,NA,2025-12-27 00:00:00+00:00
8033,NA,2025-11-20 00:00:00+00:00
8034,NA,2026-02-14 00:00:00+00:00
8035,LATAM,2025-11-08 00:00:00+00:00
8036,NA,2025-11-27 00:00:00+00:00
8037,APAC,2026-01-01 00:00:00+00:00
8038,LATAM,2026-01-11 00:00:00+00:00
8039,NA,2026-01-30 00:00:00+00:00
8040,NA,2025-11-14 00:00:00+00:00
8041,LATAM,2025-11-06 00:00:00+00:00
8042,EU,2025-11-26 00:00:00+00:00
8043,LATAM,2026-01-10 00:00:00+00:00
8044,APAC,2025-11-04 00:00:00+00:00
8045,NA,2025-12-20 00:00:00+00:00
8046,EU,2026-01-02 00:00:00+00:00
8047,NA,2026-01-30 00:00:00+00:00
8048,EU,2026-01-13 00:00:00+00:00
8049,NA,2026-02-23 00:00:00+00:00
8050,LATAM,2025-12-10 00:00:00+00:00
8051,NA,2025-11-24 00:00:00+00:00
8052,NA,2026-01-06 00:00:00+00:00
8053,NA,2026-02-24 00:00:00+00:00
8054,NA,2025-11-24 00:00:00+00:00
8055,NA,2026-01-10 00:00:00+00:00
8056,LATAM,2025-11-25 00:00:00+00:00
8057,NA,2025-12-12 00:00:00+00:00
8058,NA,2025-11-19 00:00:00+00:00
8059,APAC,2025-12-17 00:00:00+00:00
8060,NA,2026-02-22 00:00:00+00:00
8061,NA,2025-11-14 00:00:00+00:00
8062,NA,2026-01-20 00:00:00+00:00
8063,APAC,2025-12-22 00:00:00+00:00
8064,NA,2026-01-31 00:00:00+00:00
8065,NA,2026-01-23 00:00:00+00:00
8066,EU,2025-12-05 00:00:00+00:00
8067,NA,2026-02-04 00:00:00+00:00
8068,NA,2026-02-19 00:00:00+00:00
8069,NA,2025-11-30 00:00:00+00:00
8070,NA,2025-12-19 00:00:00+00:00
8071,NA,2025-12-19 00:00:00+00:00
8072,EU,2025-11-01 00:00:00+00:00
8073,EU,2026-01-20 00:00:00+00:00
8074,NA,2025-11-22 00:00:00+00:00
8075,EU,2025-12-06 00:00:00+00:00
8076,NA,2026-01-03 00:00:00+00:00
8077,LATAM,2026-01-01 00:00:00+00:00
8078,EU,2025-12-24 00:00:00+00:00
8079,NA,2026-01-10 00:00:00+00:00
8080,APAC,2025-12-13 00:00:00+00:00
8081,NA,2026-01-25 00:00:00+00:00
8082,NA,2025-12-07 00:00:00+00:00
8083,LATAM,2026-01-07 00:00:00+00:00
8084,NA,2025-12-29 00:00:00+00:00
8085,NA,2025-11-01 00:00:00+00:00
8086,LATAM,2025-12-23 00:00:00+00:00
8087,APAC,2025-11-12 00:00:00+00:00
8088,NA,2026-02-10 00:00:00+00:00
8089,LATAM,2025-12-13 00:00:00+00:00
8090,APAC,2026-01-17 00:00:00+00:00
8091,APAC,2026-01-23 00:00:00+00:00
8092,NA,2026-01-07 00:00:00+00:00
8093,NA,2025-12-10 00:00:00+00:00
8094,EU,2026-01-17 00:00:00+00:00
8095,EU,2025-11-08 00:00:00+00:00
8096,NA,2026-02-19 00:00:00+00:00
8097,EU,2026-01-18 00:00:00+00:00
8098,NA,2025-12-27 00:00:00+00:00
8099,APAC,2025-12-20 00:00:00+00:00
8100,NA,2026-01-12 00:00:00+00:00
8101,NA,2026-02-12 00:00:00+00:00
8102,NA,2025-12-11 00:00:00+00:00
8103,APAC,2025-12-11 00:00:00+00:00
8104,NA,2025-11-03 00:00:00+00:00
8105,NA,2025-11-16 00:00:00+00:00
8106,NA,2026-01-21 00:00:00+00:00
8107,NA,2025-12-22 00:00:00+00:00
8108,NA,2025-11-10 00:00:00+00:00
8109,NA,2025-12-20 00:00:00+00:00
8110,LATAM,2025-11-11 00:00:00+00:00
8111,EU,2025-11-23 00:00:00+00:00
8112,NA,2026-02-09 00:00:00+00:00
8113,APAC,2026-01-20 00:00:00+00:00
8114,NA,2026-01-28 00:00:00+00:00
8115,EU,2025-10-31 00:00:00+00:00
8116,EU,2025-11-22 00:00:00+00:00
8117,APAC,2025-12-06 00:00:00+00:00
8118,EU,2025-11-14 00:00:00+00:00
8119,APAC,2026-02-22 00:00:00+00:00
8120,NA,2025-11-30 00:00:00+00:00
8121,NA,2025-12-07 00:00:00+00:00
8122,LATAM,2025-12-30 00:00:00+00:00
8123,EU,2025-12-08 00:00:00+00:00
8124,NA,2026-01-24 00:00:00+00:00
8125,NA,2026-01-15 00:00:00+00:00
8126,EU,2026-02-05 00:00:00+00:00
8127,NA,2025-11-24 00:00:00+00:00
8128,LATAM,2025-11-03 00:00:00+00:00
8129,NA,2026-01-14 00:00:00+00:00
8130,EU,2026-02-13 00:00:00+00:00
8131,EU,2026-01-26 00:00:00+00:00
8132,NA,2026-01-27 00:00:00+00:00
8133,APAC,2025-11-07 00:00:00+00:00
8134,NA,2025-10-29 00:00:00+00:00
8135,LATAM,2025-12-13 00:00:00+00:00
8136,APAC,2026-02-21 00:00:00+00:00
8137,EU,2026-01-18 00:00:00+00:00
8138,NA,2026-02-20 00:00:00+00:00
8139,NA,2025-11-25 00:00:00+00:00
8140,NA,2025-12-20 00:00:00+00:00
8141,EU,2026-01-23 00:00:00+00:00
8142,NA,2026-01-24 00:00:00+00:00
8143,NA,2025-11-20 00:00:00+00:00
8144,EU,2026-01-15 00:00:00+00:00
8145,LATAM,2026-01-30 00:00:00+00:00
8146,NA,2025-11-12 00:00:00+00:00
8147,NA,2026-01-04 00:00:00+00:00
8148,NA,2025-11-27 00:00:00+00:00
8149,NA,2026-01-05 00:00:00+00:00
8150,APAC,2026-02-05 00:00:00+00:00
8151,APAC,2026-01-31 00:00:00+00:00
8152,NA,2026-02-19 00:00:00+00:00
8153,NA,2025-12-22 00:00:00+00:00
8154,LATAM,2026-01-01 00:00:00+00:00
8155,EU,2025-12-19 00:00:00+00:00
8156,NA,2025-12-18 00:00:00+00:00
8157,APAC,2026-02-22 00:00:00+00:00
8158,NA,2026-01-23 00:00:00+00:00
8159,NA,2025-11-18 00:00:00+00:00
8160,APAC,2026-02-22 00:00:00+00:00
8161,LATAM,2025-11-27 00:00:00+00:00
8162,EU,2026-02-01 00:00:00+00:00
8163,NA,2026-01-11 00:00:00+00:00
8164,EU,2026-01-26 00:00:00+00:00
8165,LATAM,2025-11-08 00:00:00+00:00
8166,EU,2025-12-20 00:00:00+00:00
8167,NA,2025-12-01 00:00:00+00:00
8168,EU,2026-01-18 00:00:00+00:00
8169,LATAM,2025-11-22 00:00:00+00:00
8170,EU,2026-02-12 00:00:00+00:00
8171,EU,2025-11-15 00:00:00+00:00
8172,LATAM,2025-12-20 00:00:00+00:00
8173,NA,2025-11-12 00:00:00+00:00
8174,NA,2025-12-11 00:00:00+00:00
8175,NA,2025-12-15 00:00:00+00:00
8176,NA,2026-01-14 00:00:00+00:00
8177,EU,2025-12-26 00:00:00+00:00
8178,LATAM,2025-12-20 00:00:00+00:00
8179,EU,2026-01-11 00:00:00+00:00
8180,APAC,2025-12-28 00:00:00+00:00
8181,APAC,2026-01-21 00:00:00+00:00
8182,APAC,2026-01-20 00:00:00+00:00
8183,LATAM,2025-10-30 00:00:00+00:00
8184,APAC,2026-01-17 00:00:00+00:00
8185,NA,2026-01-06 00:00:00+00:00
8186,EU,2025-12-10 00:00:00+00:00
8187,NA,2025-11-06 00:00:00+00:00
8188,NA,2025-11-23 00:00:00+00:00
8189,APAC,2025-11-22 00:00:00+00:00
8190,EU,2026-01-16 00:00:00+00:00
8191,EU,2025-11-09 00:00:00+00:00
8192,NA,2025-12-13 00:00:00+00:00
8193,LATAM,2025-12-27 00:00:00+00:00
8194,NA,2026-02-19 00:00:00+00:00
8195,NA,2025-12-12 00:00:00+00:00
8196,NA,2026-02-12 00:00:00+00:00
8197,EU,2026-01-14 00:00:00+00:00
8198,NA,2025-10-29 00:00:00+00:00
8199,EU,2026-02-13 00:00:00+00:00
8200,NA,2025-11-09 00:00:00+00:00
8201,EU,2026-02-17 00:00:00+00:00
8202,APAC,2025-12-29 00:00:00+00:00
8203,EU,2025-10-30 00:00:00+00:00
8204,EU,2026-02-05 00:00:00+00:00
8205,EU,2025-11-19 00:00:00+00:00
8206,NA,2025-12-28 00:00:00+00:00
8207,LATAM,2025-12-31 00:00:00+00:00
8208,EU,2026-01-15 00:00:00+00:00
8209,LATAM,2025-11-20 00:00:00+00:00
8210,NA,2026-02-16 00:00:00+00:00
8211,EU,2026-02-09 00:00:00+00:00
8212,NA,2026-02-02 00:00:00+00:00
8213,NA,2026-02-11 00:00:00+00:00
8214,APAC,2025-12-28 00:00:00+00:00
8215,EU,2025-12-16 00:00:00+00:00
8216,APAC,2025-10-31 00:00:00+00:00
8217,EU,2025-11-19 00:00:00+00:00
8218,NA,2026-01-13 00:00:00+00:00
8219,EU,2026-01-07 00:00:00+00:00
8220,NA,2026-01-06 00:00:00+00:00
8221,EU,2025-11-04 00:00:00+00:00
8222,EU,2025-12-23 00:00:00+00:00
8223,EU,2025-11-29 00:00:00+00:00
8224,LATAM,2025-10-28 00:00:00+00:00
8225,NA,2025-11-13 00:00:00+00:00
8226,APAC,2025-11-26 00:00:00+00:00
8227,EU,2025-11-30 00:00:00+00:00
8228,NA,2025-10-30 00:00:00+00:00
8229,EU,2026-02-05 00:00:00+00:00
8230,EU,2026-01-01 00:00:00+00:00
8231,APAC,2026-02-09 00:00:00+00:00
8232,EU,2026-02-24 00:00:00+00:00
8233,NA,2025-12-24 00:00:00+00:00
8234,NA,2025-12-28 00:00:00+00:00
8235,NA,2026-01-12 00:00:00+00:00
8236,NA,2025-12-02 00:00:00+00:00
8237,LATAM,2025-11-30 00:00:00+00:00
8238,NA,2026-01-28 00:00:00+00:00
8239,NA,2025-12-25 00:00:00+00:00
8240,LATAM,2025-11-11 00:00:00+00:00
8241,NA,2025-11-19 00:00:00+00:00
8242,NA,2026-01-10 00:00:00+00:00
8243,NA,2025-12-15 00:00:00+00:00
8244,EU,2025-10-30 00:00:00+00:00
8245,EU,2026-01-24 00:00:00+00:00
8246,APAC,2026-01-31 00:00:00+00:00
8247,NA,2025-10-28 00:00:00+00:00
8248,EU,2026-02-10 00:00:00+00:00
8249,NA,2026-01-22 00:00:00+00:00
8250,LATAM,2026-02-13 00:00:00+00:00
8251,EU,2026-01-20 00:00:00+00:00
8252,NA,2026-01-18 00:00:00+00:00
8253,NA,2025-11-15 00:00:00+00:00
8254,APAC,2026-02-03 00:00:00+00:00
8255,EU,2025-11-17 00:00:00+00:00
8256,APAC,2026-01-23 00:00:00+00:00
8257,NA,2025-12-27 00:00:00+00:00
8258,EU,2025-11-11 00:00:00+00:00
8259,EU,2025-12-27 00:00:00+00:00
8260,NA,2026-01-06 00:00:00+00:00
8261,EU,2025-12-02 00:00:00+00:00
8262,APAC,2025-11-08 00:00:00+00:00
8263,NA,2025-12-19 00:00:00+00:00
8264,NA,2025-12-07 00:00:00+00:00
8265,NA,2025-12-05 00:00:00+00:00
8266,EU,2026-02-06 00:00:00+00:00
8267,NA,2025-11-01 00:00:00+00:00
8268,EU,2025-10-31 00:00:00+00:00
8269,APAC,2026-01-03 00:00:00+00:00
8270,NA,2026-02-05 00:00:00+00:00
8271,APAC,2026-02-04 00:00:00+00:00
8272,LATAM,2025-12-16 00:00:00+00:00
8273,EU,2026-01-01 00:00:00+00:00
8274,NA,2025-11-08 00:00:00+00:00
8275,LATAM,2026-01-11 00:00:00+00:00
8276,NA,2026-01-19 00:00:00+00:00
8277,NA,2025-11-15 00:00:00+00:00
8278,EU,2026-01-30 00:00:00+00:00
8279,NA,2025-11-23 00:00:00+00:00
8280,NA,2025-12-28 00:00:00+00:00
8281,NA,2025-12-23 00:00:00+00:00
8282,NA,2026-01-27 00:00:00+00:00
8283,EU,2025-11-05 00:00:00+00:00
8284,APAC,2025-12-13 00:00:00+00:00
8285,APAC,2026-02-19 00:00:00+00:00
8286,EU,2026-02-11 00:00:00+00:00
8287,NA,2025-10-28 00:00:00+00:00
8288,NA,2026-01-31 00:00:00+00:00
8289,APAC,2025-11-14 00:00:00+00:00
8290,NA,2026-01-07 00:00:00+00:00
8291,LATAM,2026-02-20 00:00:00+00:00
8292,EU,2025-12-10 00:00:00+00:00
8293,LATAM,2025-12-19 00:00:00+00:00
8294,LATAM,2026-02-07 00:00:00+00:00
8295,EU,2026-02-03 00:00:00+00:00
8296,LATAM,2025-12-09 00:00:00+00:00
8297,LATAM,2025-11-08 00:00:00+00:00
8298,LATAM,2026-01-07 00:00:00+00:00
8299,APAC,2026-02-24 00:00:00+00:00
8300,NA,2026-01-16 00:00:00+00:00
8301,EU,2026-02-13 00:00:00+00:00
8302,APAC,2025-12-06 00:00:00+00:00
8303,NA,2025-10-28 00:00:00+00:00
8304,NA,2025-12-01 00:00:00+00:00
8305,LATAM,2026-01-01 00:00:00+00:00
8306,LATAM,2025-10-28 00:00:00+00:00
8307,LATAM,2026-02-15 00:00:00+00:00
8308,LATAM,2026-01-15 00:00:00+00:00
8309,APAC,2025-10-31 00:00:00+00:00
8310,NA,2025-12-17 00:00:00+00:00
8311,EU,2026-01-24 00:00:00+00:00
8312,NA,2025-12-29 00:00:00+00:00
8313,NA,2026-02-06 00:00:00+00:00
8314,LATAM,2025-11-10 00:00:00+00:00
8315,APAC,2026-01-18 00:00:00+00:00
8316,EU,2025-11-04 00:00:00+00:00
8317,NA,2026-02-08 00:00:00+00:00
8318,NA,2025-11-07 00:00:00+00:00
8319,APAC,2025-12-01 00:00:00+00:00
8320,EU,2026-02-15 00:00:00+00:00
8321,NA,2026-01-06 00:00:00+00:00
8322,NA,2025-12-08 00:00:00+00:00
8323,NA,2025-11-30 00:00:00+00:00
8324,NA,2026-01-21 00:00:00+00:00
8325,LATAM,2025-12-02 00:00:00+00:00
8326,EU,2026-01-12 00:00:00+00:00
8327,EU,2025-11-02 00:00:00+00:00
8328,LATAM,2025-11-14 00:00:00+00:00
8329,EU,2026-01-09 00:00:00+00:00
8330,LATAM,2025-11-22 00:00:00+00:00
8331,LATAM,2025-11-19 00:00:00+00:00
8332,EU,2025-11-19 00:00:00+00:00
8333,NA,2026-01-14 00:00:00+00:00
8334,APAC,2026-01-06 00:00:00+00:00
8335,EU,2025-12-05 00:00:00+00:00
8336,LATAM,2025-11-25 00:00:00+00:00
8337,NA,2025-11-20 00:00:00+00:00
8338,NA,2026-01-06 00:00:00+00:00
8339,NA,2025-11-09 00:00:00+00:00
8340,NA,2025-12-19 00:00:00+00:00
8341,APAC,2026-01-02 00:00:00+00:00
8342,NA,2025-11-13 00:00:00+00:00
8343,NA,2025-11-02 00:00:00+00:00
8344,APAC,2025-12-09 00:00:00+00:00
8345,NA,2025-11-26 00:00:00+00:00
8346,LATAM,2026-02-24 00:00:00+00:00
8347,LATAM,2025-12-14 00:00:00+00:00
8348,APAC,2025-12-17 00:00:00+00:00
8349,EU,2025-11-28 00:00:00+00:00
8350,NA,2026-01-09 00:00:00+00:00
8351,APAC,2026-01-10 00:00:00+00:00
8352,LATAM,2025-12-12 00:00:00+00:00
8353,NA,2026-02-04 00:00:00+00:00
8354,NA,2026-02-17 00:00:00+00:00
8355,LATAM,2026-01-04 00:00:00+00:00
8356,EU,2025-12-28 00:00:00+00:00
8357,APAC,2025-11-30 00:00:00+00:00
8358,NA,2025-12-15 00:00:00+00:00
8359,NA,2025-12-18 00:00:00+00:00
8360,LATAM,2025-12-08 00:00:00+00:00
8361,NA,2025-11-14 00:00:00+00:00
8362,NA,2025-11-20 00:00:00+00:00
8363,NA,2025-11-11 00:00:00+00:00
8364,EU,2025-11-02 00:00:00+00:00
8365,EU,2025-12-10 00:00:00+00:00
8366,APAC,2025-11-05 00:00:00+00:00
8367,LATAM,2025-11-09 00:00:00+00:00
8368,NA,2026-01-12 00:00:00+00:00
8369,NA,2026-01-12 00:00:00+00:00
8370,EU,2026-01-22 00:00:00+00:00
8371,NA,2026-02-21 00:00:00+00:00
